pair_id,has_complete_pdb_pair,has_complete_svg_pair,pdb_path_a,svg_path_a,compound_name_a,atom_count_a,heavy_atom_count_a,element_counts_a,pdb_path_b,svg_path_b,compound_name_b,atom_count_b,heavy_atom_count_b,element_counts_b,atom_count_delta,heavy_atom_count_delta
078,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_078a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_078a.svg,molecule_078a_44,33,21,"{""C"": 14, ""H"": 12, ""N"": 6, ""O"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_078b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_078b.svg,molecule_078b,47,23,"{""C"": 18, ""H"": 24, ""N"": 1, ""O"": 4}",14,2
079,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_079a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_079a.svg,molecule_079a_17,48,26,"{""C"": 19, ""H"": 22, ""N"": 5, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_079b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_079b.svg,molecule_079b,39,19,"{""BR"": 1, ""C"": 16, ""H"": 20, ""N"": 2}",-9,-7
080,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_080a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_080a.svg,molecule_080a_0,40,18,"{""C"": 15, ""H"": 22, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_080b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_080b.svg,molecule_080b,40,18,"{""C"": 15, ""H"": 22, ""N"": 1, ""O"": 2}",0,0
081,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_081a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_081a.svg,molecule_081a_34,45,21,"{""C"": 17, ""H"": 24, ""N"": 1, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_081b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_081b.svg,molecule_081b,57,28,"{""C"": 20, ""H"": 29, ""N"": 2, ""O"": 5, ""S"": 1}",12,7
082,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_082a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_082a.svg,molecule_082a_5,28,17,"{""C"": 9, ""H"": 11, ""I"": 1, ""N"": 2, ""O"": 5}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_082b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_082b.svg,molecule_082b,31,17,"{""C"": 10, ""H"": 14, ""N"": 2, ""O"": 5}",3,0
083,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_083a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_083a.svg,molecule_083a_11,53,29,"{""C"": 21, ""F"": 1, ""H"": 24, ""N"": 3, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_083b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_083b.svg,molecule_083b,41,23,"{""C"": 16, ""F"": 1, ""H"": 18, ""N"": 3, ""O"": 3}",-12,-6
084,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_084a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_084a.svg,molecule_084a_3,34,16,"{""C"": 11, ""H"": 18, ""N"": 2, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_084b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_084b.svg,molecule_084b,35,17,"{""C"": 12, ""H"": 18, ""N"": 2, ""O"": 3}",1,1
085,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_085a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_085a.svg,molecule_085a_40,25,10,"{""C"": 6, ""H"": 15, ""N"": 2, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_085b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_085b.svg,molecule_085b,22,9,"{""C"": 5, ""H"": 13, ""N"": 2, ""O"": 2}",-3,-1
086,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_086a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_086a.svg,molecule_086a_134,43,19,"{""C"": 16, ""H"": 24, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_086b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_086b.svg,molecule_086b,25,12,"{""C"": 6, ""H"": 13, ""N"": 3, ""O"": 3}",-18,-7
087,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_087a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_087a.svg,molecule_087a_17,28,15,"{""C"": 10, ""H"": 13, ""N"": 1, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_087b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_087b.svg,molecule_087b,24,13,"{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 3}",-4,-2
088,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_088a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_088a.svg,molecule_088a_2,20,10,"{""C"": 5, ""H"": 10, ""N"": 2, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_088b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_088b.svg,molecule_088b,30,18,"{""C"": 8, ""H"": 12, ""N"": 3, ""O"": 6, ""P"": 1}",10,8
089,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_089a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_089a.svg,molecule_089a_109,62,30,"{""C"": 24, ""H"": 32, ""N"": 3, ""O"": 2, ""S"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_089b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_089b.svg,molecule_089b,59,29,"{""C"": 23, ""H"": 30, ""N"": 3, ""O"": 2, ""S"": 1}",-3,-1
090,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_090a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_090a.svg,molecule_090a_22,39,17,"{""C"": 13, ""H"": 22, ""N"": 1, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_090b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_090b.svg,molecule_090b,36,19,"{""C"": 10, ""H"": 17, ""N"": 2, ""O"": 4, ""S"": 3}",-3,2
091,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_091a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_091a.svg,molecule_091a_0,35,23,"{""C"": 16, ""F"": 1, ""H"": 12, ""N"": 3, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_091b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_091b.svg,molecule_091b,33,20,"{""C"": 16, ""CL"": 1, ""H"": 13, ""N"": 2, ""O"": 1}",-2,-3
092,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_092a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_092a.svg,molecule_092a_4,56,26,"{""C"": 21, ""H"": 30, ""O"": 5}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_092b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_092b.svg,molecule_092b,54,26,"{""C"": 21, ""H"": 28, ""O"": 5}",-2,0
093,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_093a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_093a.svg,molecule_093a_133,42,26,"{""C"": 16, ""H"": 16, ""N"": 5, ""O"": 4, ""S"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_093b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_093b.svg,molecule_093b,43,19,"{""C"": 16, ""H"": 24, ""N"": 1, ""O"": 2}",1,-7
094,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_094a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_094a.svg,molecule_094a_13,41,18,"{""C"": 14, ""CL"": 1, ""H"": 23, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_094b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_094b.svg,molecule_094b,50,22,"{""C"": 17, ""H"": 28, ""N"": 1, ""O"": 4}",9,4
095,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_095a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_095a.svg,molecule_095a_13,42,20,"{""C"": 19, ""H"": 22, ""N"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_095b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_095b.svg,molecule_095b,46,24,"{""C"": 20, ""F"": 1, ""H"": 22, ""N"": 2, ""O"": 1}",4,4
096,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_096a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_096a.svg,molecule_096a_2,64,32,"{""C"": 25, ""CL"": 1, ""F"": 1, ""H"": 32, ""O"": 5}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_096b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_096b.svg,molecule_096b,61,29,"{""C"": 24, ""H"": 32, ""O"": 4, ""S"": 1}",-3,-3
097,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_097a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_097a.svg,molecule_097a_3,27,13,"{""C"": 9, ""H"": 14, ""N"": 1, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_097b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_097b.svg,molecule_097b,25,11,"{""C"": 9, ""H"": 14, ""N"": 1, ""O"": 1}",-2,-2
098,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_098a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_098a.svg,molecule_098a_0,40,18,"{""C"": 15, ""H"": 22, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_098b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_098b.svg,molecule_098b,24,13,"{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 3}",-16,-5
099,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_099a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_099a.svg,molecule_099a_0,62,31,"{""C"": 24, ""F"": 1, ""H"": 31, ""O"": 6}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_099b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_099b.svg,molecule_099b,57,27,"{""C"": 22, ""H"": 30, ""O"": 5}",-5,-4
100,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_100a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_100a.svg,molecule_100a_11,67,35,"{""C"": 26, ""F"": 2, ""H"": 32, ""O"": 7}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_100b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_100b.svg,molecule_100b,62,32,"{""C"": 24, ""F"": 2, ""H"": 30, ""O"": 6}",-5,-3
